m,TagName,
"2016-11-01 00:00:00","java","15653"
"2016-11-01 00:00:00","javascript","20518"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11954"
"2016-11-01 00:00:00","python","14184"
"2016-11-01 00:00:00","r","3560"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","c","2798"
"2016-12-01 00:00:00","c#","10687"
"2016-12-01 00:00:00","c++","5231"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13851"
"2016-12-01 00:00:00","javascript","19807"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11485"
"2016-12-01 00:00:00","python","13055"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3938"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2759"
"2017-01-01 00:00:00","c#","11696"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14577"
"2017-01-01 00:00:00","javascript","21405"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12631"
"2017-01-01 00:00:00","python","14278"
"2017-01-01 00:00:00","r","3490"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4340"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11491"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14574"
"2017-02-01 00:00:00","javascript","21186"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12507"
"2017-02-01 00:00:00","python","14779"
"2017-02-01 00:00:00","r","3679"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","swift","4066"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12988"
"2017-03-01 00:00:00","c++","6223"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17314"
"2017-03-01 00:00:00","javascript","23713"
"2017-03-01 00:00:00","perl","412"
"2017-03-01 00:00:00","php","14072"
"2017-03-01 00:00:00","python","17130"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4620"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2855"
"2017-04-01 00:00:00","c#","11094"
"2017-04-01 00:00:00","c++","5879"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","java","15936"
"2017-04-01 00:00:00","javascript","21242"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","php","12427"
"2017-04-01 00:00:00","python","15649"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3918"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11982"
"2017-05-01 00:00:00","c++","5302"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16340"
"2017-05-01 00:00:00","javascript","22395"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13045"
"2017-05-01 00:00:00","python","16181"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4100"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11305"
"2017-06-01 00:00:00","c++","4689"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","574"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21588"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11761"
"2017-06-01 00:00:00","python","16027"
"2017-06-01 00:00:00","r","4449"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4203"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2050"
"2017-07-01 00:00:00","c#","11207"
"2017-07-01 00:00:00","c++","5023"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","java","14147"
"2017-07-01 00:00:00","javascript","21610"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11784"
"2017-07-01 00:00:00","python","16915"
"2017-07-01 00:00:00","r","4585"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4353"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2046"
"2017-08-01 00:00:00","c#","10952"
"2017-08-01 00:00:00","c++","4790"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13753"
"2017-08-01 00:00:00","javascript","21350"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11654"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","swift","4187"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9874"
"2017-09-01 00:00:00","c++","4472"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12758"
"2017-09-01 00:00:00","javascript","18997"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10694"
"2017-09-01 00:00:00","python","15455"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3775"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2783"
"2017-10-01 00:00:00","c#","10234"
"2017-10-01 00:00:00","c++","5218"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14015"
"2017-10-01 00:00:00","javascript","19865"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10834"
"2017-10-01 00:00:00","python","16941"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3904"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2952"
"2017-11-01 00:00:00","c#","9795"
"2017-11-01 00:00:00","c++","5036"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14181"
"2017-11-01 00:00:00","javascript","19414"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10607"
"2017-11-01 00:00:00","python","16988"
"2017-11-01 00:00:00","r","4511"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3671"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2198"
"2017-12-01 00:00:00","c#","8615"
"2017-12-01 00:00:00","c++","4460"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","527"
"2017-12-01 00:00:00","java","11980"
"2017-12-01 00:00:00","javascript","16974"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9140"
"2017-12-01 00:00:00","python","14942"
"2017-12-01 00:00:00","r","3716"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","swift","3205"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c#","9380"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12351"
"2018-01-01 00:00:00","javascript","18907"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10127"
"2018-01-01 00:00:00","python","16244"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3755"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c","2148"
"2018-02-01 00:00:00","c#","8584"
"2018-02-01 00:00:00","c++","4570"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","java","12033"
"2018-02-01 00:00:00","javascript","17219"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9125"
"2018-02-01 00:00:00","python","16321"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3411"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2468"
"2018-03-01 00:00:00","c#","9793"
"2018-03-01 00:00:00","c++","5187"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","606"
"2018-03-01 00:00:00","java","13571"
"2018-03-01 00:00:00","javascript","19157"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9831"
"2018-03-01 00:00:00","python","17909"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4059"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2191"
"2018-04-01 00:00:00","c#","9243"
"2018-04-01 00:00:00","c++","4664"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13493"
"2018-04-01 00:00:00","javascript","17963"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8934"
"2018-04-01 00:00:00","python","16981"
"2018-04-01 00:00:00","r","4734"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3576"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2367"
"2018-05-01 00:00:00","c#","9931"
"2018-05-01 00:00:00","c++","4687"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","633"
"2018-05-01 00:00:00","java","13478"
"2018-05-01 00:00:00","javascript","18069"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9474"
"2018-05-01 00:00:00","python","17573"
"2018-05-01 00:00:00","r","4732"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3624"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8792"
"2018-06-01 00:00:00","c++","4099"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","java","11797"
"2018-06-01 00:00:00","javascript","17190"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8435"
"2018-06-01 00:00:00","python","16812"
"2018-06-01 00:00:00","r","4486"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3148"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9409"
"2018-07-01 00:00:00","c++","3915"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11765"
"2018-07-01 00:00:00","javascript","17806"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8561"
"2018-07-01 00:00:00","python","17929"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3674"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1681"
"2018-08-01 00:00:00","c#","9485"
"2018-08-01 00:00:00","c++","3903"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","708"
"2018-08-01 00:00:00","java","11314"
"2018-08-01 00:00:00","javascript","17865"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8485"
"2018-08-01 00:00:00","python","17728"
"2018-08-01 00:00:00","r","4110"
"2018-08-01 00:00:00","ruby","880"
"2018-08-01 00:00:00","swift","3574"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","677"
"2018-09-01 00:00:00","java","10723"
"2018-09-01 00:00:00","javascript","16009"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7667"
"2018-09-01 00:00:00","python","15992"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","swift","3141"
"2018-10-01 00:00:00","assembly","322"
"2018-10-01 00:00:00","c","2449"
"2018-10-01 00:00:00","c#","9333"
"2018-10-01 00:00:00","c++","4313"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","793"
"2018-10-01 00:00:00","java","12503"
"2018-10-01 00:00:00","javascript","17418"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8165"
"2018-10-01 00:00:00","python","18141"
"2018-10-01 00:00:00","r","4359"
"2018-10-01 00:00:00","ruby","898"
"2018-10-01 00:00:00","swift","3274"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8478"
"2018-11-01 00:00:00","c++","4346"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","718"
"2018-11-01 00:00:00","java","11708"
"2018-11-01 00:00:00","javascript","16172"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7090"
"2018-11-01 00:00:00","python","18009"
"2018-11-01 00:00:00","r","4234"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2985"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","c","2195"
"2018-12-01 00:00:00","c#","7548"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10443"
"2018-12-01 00:00:00","javascript","14278"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6212"
"2018-12-01 00:00:00","python","15727"
"2018-12-01 00:00:00","r","3401"
"2018-12-01 00:00:00","ruby","809"
"2018-12-01 00:00:00","swift","2785"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2287"
"2019-01-01 00:00:00","c#","8757"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","661"
"2019-01-01 00:00:00","java","11027"
"2019-01-01 00:00:00","javascript","16012"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7181"
"2019-01-01 00:00:00","python","16937"
"2019-01-01 00:00:00","r","3948"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2909"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2056"
"2019-02-01 00:00:00","c#","8356"
"2019-02-01 00:00:00","c++","3735"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","630"
"2019-02-01 00:00:00","java","10997"
"2019-02-01 00:00:00","javascript","15696"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7290"
"2019-02-01 00:00:00","python","17517"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2690"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","c","2383"
"2019-03-01 00:00:00","c#","8962"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","java","12050"
"2019-03-01 00:00:00","javascript","17321"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","php","7789"
"2019-03-01 00:00:00","python","19897"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2952"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2430"
"2019-04-01 00:00:00","c#","9126"
"2019-04-01 00:00:00","c++","4377"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11173"
"2019-04-01 00:00:00","javascript","16178"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7164"
"2019-04-01 00:00:00","python","19815"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3082"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","c#","9027"
"2019-05-01 00:00:00","c++","4124"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11102"
"2019-05-01 00:00:00","javascript","16145"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6955"
"2019-05-01 00:00:00","python","18904"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3109"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7607"
"2019-06-01 00:00:00","c++","3644"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","java","9643"
"2019-06-01 00:00:00","javascript","14818"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6014"
"2019-06-01 00:00:00","python","17236"
"2019-06-01 00:00:00","r","3953"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3095"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1756"
"2019-07-01 00:00:00","c#","8448"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","630"
"2019-07-01 00:00:00","java","10831"
"2019-07-01 00:00:00","javascript","16151"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6669"
"2019-07-01 00:00:00","python","19758"
"2019-07-01 00:00:00","r","4204"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3043"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1553"
"2019-08-01 00:00:00","c#","7712"
"2019-08-01 00:00:00","c++","3291"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","634"
"2019-08-01 00:00:00","java","9093"
"2019-08-01 00:00:00","javascript","15224"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","php","5815"
"2019-08-01 00:00:00","python","18043"
"2019-08-01 00:00:00","r","3952"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2547"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7842"
"2019-09-01 00:00:00","c++","3780"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","java","9684"
"2019-09-01 00:00:00","javascript","14886"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5573"
"2019-09-01 00:00:00","python","16880"
"2019-09-01 00:00:00","r","3939"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2557"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2480"
"2019-10-01 00:00:00","c#","8415"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","639"
"2019-10-01 00:00:00","java","11214"
"2019-10-01 00:00:00","javascript","15990"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6078"
"2019-10-01 00:00:00","python","20453"
"2019-10-01 00:00:00","r","4386"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3100"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8029"
"2019-11-01 00:00:00","c++","4732"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","606"
"2019-11-01 00:00:00","java","10331"
"2019-11-01 00:00:00","javascript","15752"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6088"
"2019-11-01 00:00:00","python","20611"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2886"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2149"
"2019-12-01 00:00:00","c#","7216"
"2019-12-01 00:00:00","c++","4208"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","618"
"2019-12-01 00:00:00","java","9040"
"2019-12-01 00:00:00","javascript","14320"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5235"
"2019-12-01 00:00:00","python","18114"
"2019-12-01 00:00:00","r","3744"
"2019-12-01 00:00:00","ruby","668"
"2019-12-01 00:00:00","swift","2667"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2052"
"2020-01-01 00:00:00","c#","7814"
"2020-01-01 00:00:00","c++","4241"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","651"
"2020-01-01 00:00:00","java","9973"
"2020-01-01 00:00:00","javascript","16032"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5913"
"2020-01-01 00:00:00","python","19986"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2901"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1986"
"2020-02-01 00:00:00","c#","7720"
"2020-02-01 00:00:00","c++","4097"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","java","10061"
"2020-02-01 00:00:00","javascript","15759"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5692"
"2020-02-01 00:00:00","python","20058"
"2020-02-01 00:00:00","r","4688"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2764"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7793"
"2020-03-01 00:00:00","c++","4651"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","654"
"2020-03-01 00:00:00","java","11079"
"2020-03-01 00:00:00","javascript","17588"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","php","5688"
"2020-03-01 00:00:00","python","22731"
"2020-03-01 00:00:00","r","5124"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2919"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3254"
"2020-04-01 00:00:00","c#","8592"
"2020-04-01 00:00:00","c++","6231"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","800"
"2020-04-01 00:00:00","java","12650"
"2020-04-01 00:00:00","javascript","20926"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6660"
"2020-04-01 00:00:00","python","27666"
"2020-04-01 00:00:00","r","6174"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3459"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","c","3379"
"2020-05-01 00:00:00","c#","8611"
"2020-05-01 00:00:00","c++","6428"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","762"
"2020-05-01 00:00:00","java","12066"
"2020-05-01 00:00:00","javascript","21509"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6553"
"2020-05-01 00:00:00","python","29502"
"2020-05-01 00:00:00","r","6015"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3530"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2599"
"2020-06-01 00:00:00","c#","7912"
"2020-06-01 00:00:00","c++","5636"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","708"
"2020-06-01 00:00:00","java","10844"
"2020-06-01 00:00:00","javascript","19868"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","php","5956"
"2020-06-01 00:00:00","python","27152"
"2020-06-01 00:00:00","r","5438"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3177"
"2020-07-01 00:00:00","assembly","273"
"2020-07-01 00:00:00","c","2103"
"2020-07-01 00:00:00","c#","7830"
"2020-07-01 00:00:00","c++","5176"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","644"
"2020-07-01 00:00:00","java","10478"
"2020-07-01 00:00:00","javascript","19927"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5974"
"2020-07-01 00:00:00","python","26315"
"2020-07-01 00:00:00","r","4940"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2996"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","c#","7090"
"2020-08-01 00:00:00","c++","4792"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","java","9336"
"2020-08-01 00:00:00","javascript","18080"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","5002"
"2020-08-01 00:00:00","python","23109"
"2020-08-01 00:00:00","r","4501"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2693"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2169"
"2020-09-01 00:00:00","c#","6480"
"2020-09-01 00:00:00","c++","3934"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","733"
"2020-09-01 00:00:00","java","8968"
"2020-09-01 00:00:00","javascript","16806"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4796"
"2020-09-01 00:00:00","python","21806"
"2020-09-01 00:00:00","r","4767"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2577"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2389"
"2020-10-01 00:00:00","c#","6214"
"2020-10-01 00:00:00","c++","4341"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","594"
"2020-10-01 00:00:00","java","8971"
"2020-10-01 00:00:00","javascript","16486"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4610"
"2020-10-01 00:00:00","python","22854"
"2020-10-01 00:00:00","r","5072"
"2020-10-01 00:00:00","ruby","495"
"2020-10-01 00:00:00","swift","2353"
"2020-11-01 00:00:00","assembly","378"
"2020-11-01 00:00:00","c","2714"
"2020-11-01 00:00:00","c#","5996"
"2020-11-01 00:00:00","c++","4344"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","538"
"2020-11-01 00:00:00","java","8520"
"2020-11-01 00:00:00","javascript","15568"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4648"
"2020-11-01 00:00:00","python","22264"
"2020-11-01 00:00:00","r","4813"
"2020-11-01 00:00:00","ruby","504"
"2020-11-01 00:00:00","swift","2177"
"2020-12-01 00:00:00","assembly","298"
